"gene;AN;origin;antibiotic"
"dfr;KJ696180_1;soil;TMP"
"dfr;KJ696392_1;soil;TMP"
"dfr;KJ695778_1;soil;TMP"
"dfr;KJ692572_1;soil;TMP"
"dfr;KJ692738_1;soil;TMP"
"dfr;KJ692776_1;soil;SXT"
"dfr;KJ693103_1;soil;TMP"
"dfr;KJ694444_1;soil;TMP"
"dfr;KJ694690_1;soil;TMP"
"dfr;KJ694997_1;soil;TMP"
"dfr;KJ695032_1;soil;TMP"
"dfr;KJ695467_1;soil;TMP"
"dfr;KJ692069_1;soil;SXT"
"dfr;KJ692226_1;soil;TMP"
"dfr;KJ692774_1;soil;SXT"
"dfr;KJ694512_1;soil;TMP"
"dfr;KJ695122_1;soil;TMP"
"dfr;KJ696018_1;soil;TMP"
"dfr;KJ696401_1;soil;TMP"
"dfr;KJ692261_1;soil;TMP"
"dfr;KJ692690_1;soil;TMP"
"dfr;KJ692982_1;soil;TMP"
"dfr;KJ694455_1;soil;TMP"
"dfr;KJ695503_1;soil;TMP"
"dfr;KJ695957_1;soil;TMP"
"dfr;KJ692797_1;soil;TMP"
"dfr;KJ693708_1;soil;TMP"
"dfr;KJ693619_1;soil;TMP"
"dfr;KJ694121_1;soil;SXT"
"dfr;KJ694811_1;soil;TMP"
"dfr;KJ695086_1;soil;TMP"
"dfr;KJ695243_1;soil;TMP"
"dfr;KJ695315_1;soil;TMP"
"dfr;KJ695442_1;soil;TMP"
"dfr;KJ695780_1;soil;TMP"
"dfr;KJ696264_1;soil;TMP"
"dfr;KJ696196_1;soil;TMP"
"dfr;KJ696350_1;soil;TMP"
"dfr;KJ693131_1;soil;TMP"
"dfr;KJ694785_1;soil;TMP"
"dfr;KJ695268_1;soil;TMP"
"dfr;KJ695852_1;soil;TMP"
"dfr;KJ696279_1;soil;TMP"
"dfr;KJ696296_1;soil;TMP"
"dfr;KJ696243_1;soil;TMP"
"dfr;KJ694347_1;soil;TMP"
"dfr;KJ692038_1;soil;TMP"
"dfr;KJ692822_1;soil;TMP"
"dfr;KJ693101_1;soil;TMP"
"dfr;KJ694089_1;soil;TMP"
"dfr;KJ694510_1;soil;SXT"
"dfr;KJ694655_1;soil;TMP"
"dfr;KJ694981_1;soil;TMP"
"dfr;KJ694879_1;soil;TMP"
"dfr;KJ695514_1;soil;TMP"
"dfr;KJ695524_1;soil;TMP"
"dfr;KJ695988_1;soil;TMP"
"dfr;KJ696521_1;soil;TMP"
"dfr;KJ693706_1;soil;TMP"
"dfr;KJ694516_1;soil;TMP"
"dfr;KJ695643_1;soil;TMP"
"dfr;KJ695890_1;soil;TMP"
"dfr;KJ695900_1;soil;TMP"
"dfr;KJ695938_1;soil;SXT"
"dfr;KJ693644_1;soil;SXT"
"dfr;KJ694295_1;soil;TMP"
"dfr;KJ695610_1;soil;TMP"
"dfr;KJ692799_1;soil;TMP"
"dfr;KJ694125_1;soil;TMP"
"dfr;KJ694155_1;soil;TMP"
"dfr;KJ694415_1;soil;TMP"
"dfr;KJ694478_1;soil;TMP"
"dfr;KJ694632_1;soil;TMP"
"dfr;KJ694713_1;soil;TMP"
"dfr;KJ694712_1;soil;TMP"
"dfr;KJ694814_1;soil;TMP"
"dfr;KJ694842_1;soil;TMP"
"dfr;KJ695266_1;soil;TMP"
"dfr;KJ695537_1;soil;TMP"
"dfr;KJ696397_1;soil;TMP"
"dfr;KJ696468_1;soil;SXT"
"dfr;KJ693125_1;soil;TMP"
"dfr;KJ694719_1;soil;TMP"
"dfr;KJ695419_1;soil;TMP"
"dfr;KJ696015_1;soil;TMP"
"dfr;KJ692756_1;soil;TMP"
"dfr;KJ694501_1;soil;TMP"
"dfr;KJ694602_1;soil;TMP"
"dfr;KJ695519_1;soil;TMP"
"dfr;KJ692782_1;soil;TMP"
"dfr;KJ693674_1;soil;TMP"
"dfr;KJ693562_1;soil;TMP"
"dfr;KJ693874_1;soil;TMP"
"dfr;KJ694443_1;soil;TMP"
"dfr;KJ694714_1;soil;TMP"
"dfr;KJ695667_1;soil;TMP"
"dfr;KJ695630_1;soil;SXT"
"dfr;KJ696109_1;soil;TMP"
"dfr;KJ696353_1;soil;TMP"
"dfr;KJ694726_1;soil;TMP"
"dfr;KJ696256_1;soil;TMP"
"dfr;KJ696375_1;soil;TMP"
"dfr;KJ693760_1;soil;TMP"
"dfr;KJ693884_1;soil;SXT"
"dfr;KJ691931_1;soil;TMP"
"dfr;KJ693652_1;soil;TMP"
"dfr;KJ693965_1;soil;SXT"
"dfr;KJ693974_1;soil;SXT"
"dfr;KJ693894_1;soil;SXT"
"dfr;KJ694318_1;soil;TMP"
"dfr;KJ694539_1;soil;TMP"
"dfr;KJ695316_1;soil;TMP"
"dfr;KJ695284_1;soil;TMP"
"dfr;KJ695556_1;soil;TMP"
"dfr;KJ693431_1;soil;TMP"
"dfr;KJ695256_1;soil;TMP"
"dfr;KJ695307_1;soil;TMP"
"dfr;KJ695401_1;soil;TMP"
"dfr;KJ695656_1;soil;TMP"
"dfr;KJ696137_1;soil;TMP"
"dfr;KJ695184_1;soil;TMP"
"dfr;KJ692719_1;soil;TMP"
"dfr;KJ693435_1;soil;TMP"
"dfr;KJ693588_1;soil;TMP"
"dfr;KJ693505_1;soil;SXT"
"dfr;KJ694004_1;soil;SXT"
"dfr;KJ694364_1;soil;TMP"
"dfr;KJ694226_1;soil;TMP"
"dfr;KJ694520_1;soil;TMP"
"dfr;KJ694715_1;soil;TMP"
"dfr;KJ694854_1;soil;TMP"
"dfr;KJ695242_1;soil;TMP"
"dfr;KJ695274_1;soil;SXT"
"dfr;KJ695620_1;soil;TMP"
"dfr;KJ696338_1;soil;TMP"
"dfr;KJ696283_1;soil;TMP"
"dfr;KJ692321_1;soil;TMP"
"dfr;KJ692888_1;soil;TMP"
"dfr;KJ695808_1;soil;TMP"
"dfr;KJ692058_1;soil;TMP"
"dfr;KJ692002_1;soil;SXT"
"dfr;KJ692815_1;soil;TMP"
"dfr;KJ693630_1;soil;TMP"
"dfr;KJ693887_1;soil;TMP"
"dfr;KJ694097_1;soil;SXT"
"dfr;KJ694651_1;soil;TMP"
"dfr;KJ694899_1;soil;SXT"
"dfr;KJ695613_1;soil;TMP"
"dfr;KJ695762_1;soil;TMP"
"dfr;KJ695933_1;soil;TMP"
"dfr;KJ695966_1;soil;TMP"
"dfr;KJ696394_1;soil;TMP"
"dfr;KJ692108_1;soil;TMP"
"dfr;KJ694662_1;soil;TMP"
"dfr;KJ694118_1;soil;TMP"
"dfr;KJ695720_1;soil;TMP"
"dfr;KJ693130_1;soil;TMP"
"dfr;KJ694177_1;soil;TMP"
"dfr;KJ695282_1;soil;TMP"
"dfr;KJ695571_1;soil;TMP"
"dfr;KJ695534_1;soil;TMP"
"dfr;KJ695631_1;soil;SXT"
"dfr;KJ696376_1;soil;TMP"
"dfr;KJ696480_1;soil;TMP"
"dfr;KJ692865_1;soil;TMP"
"dfr;KJ693746_1;soil;TMP"
"dfr;KJ695155_1;soil;TMP"
"dfr;KJ695636_1;soil;TMP"
"dfr;KJ692680_1;soil;TMP"
"dfr;KJ696399_1;soil;TMP"
"dfr;KJ691968_1;soil;TMP"
"dfr;KJ693940_1;soil;TMP"
"dfr;KJ695782_1;soil;TMP"
"dfr;KJ694497_1;soil;TMP"
"dfr;KJ693742_1;soil;SXT"
"dfr;KJ692061_1;soil;TMP"
"dfr;KJ692570_1;soil;TMP"
"dfr;KJ695662_1;soil;TMP"
"dfr;KJ694745_1;soil;TMP"
"dfr;KJ695927_1;soil;TMP"
"dfr;KJ692779_1;soil;SXT"
"dfr;KJ695381_1;soil;TMP"
"dfr;KJ695159_1;soil;TMP"
"dfr;KJ695713_1;soil;TMP"
"dfr;KJ691932_1;soil;TMP"
"dfr;KJ692377_1;soil;TMP"
"dfr;KJ692892_1;soil;TMP"
"dfr;KJ695521_1;soil;TMP"
"dfr;KJ693847_1;soil;TMP"
"dfr;KJ695264_1;soil;TMP"
"dfr;KJ695761_1;soil;TMP"
"dfr;KJ695573_1;soil;TMP"
"dfr;KJ696442_1;soil;TMP"
"dfr;KJ692102_1;soil;TMP"
"dfr;KJ692173_1;soil;TMP"
"dfr;KJ692357_1;soil;SXT"
"dfr;KJ695522_1;soil;TMP"
"dfr;KJ695914_1;soil;TMP"
"dfr;KJ693747_1;soil;TMP"
"dfr;KJ694502_1;soil;TMP"
"dfr;KJ694808_1;soil;TMP"
"dfr;KJ696024_1;soil;TMP"
"dfr;KJ694860_1;soil;TMP"
"dfr;KJ696224_1;soil;TMP"
"dfr;KJ692170_1;soil;TMP"
"dfr;KJ694067_1;soil;TMP"
"dfr;KJ692910_1;soil;TMP"
"dfr;KJ695873_1;soil;TMP"
"dfr;KJ696078_1;soil;TMP"
"dfr;KJ696245_1;soil;TMP"
"dfr;KJ693213_1;soil;TMP"
"dfr;KJ692495_1;soil;TMP"
"dfr;KJ691954_1;soil;SXT"
"dfr;KJ693600_1;soil;SXT"
"dfr;KJ695354_1;soil;TMP"
"dfr;KJ695972_1;soil;TMP"
"dfr;KJ695232_1;soil;TMP"
"dfr;KJ695253_1;soil;TMP"
"dfr;KJ695965_1;soil;TMP"
"dfr;KJ695892_1;soil;TMP"
"dfr;KJ693405_1;soil;SXT"
"dfr;KJ692911_1;soil;TMP"
"dfr;KJ693627_1;soil;TMP"
"dfr;KJ695846_1;soil;TMP"
"dfr;KJ695344_1;soil;TMP"
"dfr;KJ695764_1;soil;TMP"
"dfr;KJ693537_1;soil;TMP"
"dfr;KJ695407_1;soil;TMP"
"dfr;KJ693844_1;soil;TMP"
"dfr;KJ694887_1;soil;SXT"
"dfr;KJ693848_1;soil;TMP"
"dfr;KJ694818_1;soil;TMP"
"dfr;KF626916.1;feces;TMP"
"dfr;KF627303.1;feces;TMP"
"dfr;KF628188.1;feces;TMP"
"dfr;KF628377.1;feces;TMP"
"dfr;KF628756.1;feces;TMP"
"dfr;KF629448.1;feces;TMP"
"dfr;KF626862.1;feces;TMP"
"dfr;KF626933.1;feces;TMP"
"dfr;KF627075.1;feces;TMP"
"dfr;KF627302.1;feces;TMP"
"dfr;KF627508.1;feces;TMP"
"dfr;KF627604.1;feces;TMP"
"dfr;KF627879.1;feces;TMP"
"dfr;KF627983.1;feces;TMP"
"dfr;KF628134.1;feces;TMP"
"dfr;KF628145.1;feces;TMP"
"dfr;KF629186.1;feces;TMP"
"dfr;KF629219.1;feces;TMP"
"dfr;KF629436.1;feces;TMP"
"dfr;KF629827.1;feces;TMP"
"dfr;KF629934.1;feces;TMP"
"dfr;KF626917.1;feces;TMP"
"dfr;KF627333.1;feces;TMP"
"dfr;KF627530.1;feces;TMP"
"dfr;KF628140.1;feces;TMP"
"dfr;KF628198.1;feces;TMP"
"dfr;KF628402.1;feces;TMP"
"dfr;KF628824.1;feces;TMP"
"dfr;KF628946.1;feces;TMP"
"dfr;KF629031.1;feces;TMP"
"dfr;KF629225.1;feces;TMP"
"dfr;KF626840.1;feces;TMP"
"dfr;KF626884.1;feces;TMP"
"dfr;KF626914.1;feces;TMP"
"dfr;KF626915.1;feces;TMP"
"dfr;KF626948.1;feces;TMP"
"dfr;KF626964.1;feces;TMP"
"dfr;KF627233.1;feces;TMP"
"dfr;KF627599.1;feces;TMP"
"dfr;KF627868.1;feces;TMP"
"dfr;KF628124.1;feces;TMP"
"dfr;KF628143.1;feces;TMP"
"dfr;KF628162.1;feces;TMP"
"dfr;KF628210.1;feces;TMP"
"dfr;KF628527.1;feces;TMP"
"dfr;KF628900.1;feces;TMP"
"dfr;KF629232.1;feces;TMP"
"dfr;KF626808.1;feces;TMP"
"dfr;KF626838.1;feces;TMP"
"dfr;KF626876.1;feces;TMP"
"dfr;KF626880.1;feces;TMP"
"dfr;KF626881.1;feces;TMP"
"dfr;KF626882.1;feces;TMP"
"dfr;KF626946.1;feces;TMP"
"dfr;KF627065.1;feces;TMP"
"dfr;KF627276.1;feces;TMP"
"dfr;KF627458.1;feces;TMP"
"dfr;KF627518.1;feces;TMP"
"dfr;KF627567.1;feces;TMP"
"dfr;KF627572.1;feces;TMP"
"dfr;KF627580.1;feces;TMP"
"dfr;KF627593.1;feces;TMP"
"dfr;KF627729.1;feces;TMP"
"dfr;KF627806.1;feces;TMP"
"dfr;KF627974.1;feces;TMP"
"dfr;KF628206.1;feces;TMP"
"dfr;KF628264.1;feces;TMP"
"dfr;KF628473.1;feces;TMP"
"dfr;KF628862.1;feces;TMP"
"dfr;KF628909.1;feces;TMP"
"dfr;KF628912.1;feces;TMP"
"dfr;KF629072.1;feces;TMP"
"dfr;KF629190.1;feces;TMP"
"dfr;KF629243.1;feces;TMP"
"dfr;KF629299.1;feces;TMP"
"dfr;KF629329.1;feces;TMP"
"dfr;KF629347.1;feces;TMP"
"dfr;KF629349.1;feces;TMP"
"dfr;KF629413.1;feces;TMP"
"dfr;KF629555.1;feces;TMP"
"dfr;KF629705.1;feces;TMP"
"dfr;KF629739.1;feces;TMP"
"dfr;KF629895.1;feces;TMP"
"dfr;KF630093.1;feces;TMP"
"dfr;KF630094.1;feces;TMP"
"dfr;KF630204.1;feces;TMP"
"dfr;KF626783.1;feces;TMP"
"dfr;KF626821.1;feces;TMP"
"dfr;KF626864.1;feces;TMP"
"dfr;KF626873.1;feces;TMP"
"dfr;KF626890.1;feces;TMP"
"dfr;KF626918.1;feces;TMP"
"dfr;KF626944.1;feces;TMP"
"dfr;KF626957.1;feces;TMP"
"dfr;KF627086.1;feces;TMP"
"dfr;KF627301.1;feces;TMP"
"dfr;KF627477.1;feces;TMP"
"dfr;KF627491.1;feces;TMP"
"dfr;KF627615.1;feces;TMP"
"dfr;KF627681.1;feces;TMP"
"dfr;KF627753.1;feces;TMP"
"dfr;KF627827.1;feces;TMP"
"dfr;KF627947.1;feces;TMP"
"dfr;KF628044.1;feces;TMP"
"dfr;KF628059.1;feces;TMP"
"dfr;KF628086.1;feces;TMP"
"dfr;KF628119.1;feces;TMP"
