"gene;AN;origin;antibiotic"
"dfr;KF628181.1;feces;TMP"
"dfr;KF628197.1;feces;TMP"
"dfr;KF628393.1;feces;TMP"
"dfr;KF628460.1;feces;TMP"
"dfr;KF628477.1;feces;TMP"
"dfr;KF628539.1;feces;TMP"
"dfr;KF629429.1;feces;TMP"
"dfr;KF629477.1;feces;TMP"
"dfr;KF629516.1;feces;TMP"
"dfr;KF629554.1;feces;TMP"
"dfr;KF629572.1;feces;TMP"
"dfr;KF629574.1;feces;TMP"
"dfr;KF629632.1;feces;TMP"
"dfr;KF629642.1;feces;TMP"
"dfr;KF629732.1;feces;TMP"
"dfr;KF629896.1;feces;TMP"
"dfr;KF629897.1;feces;TMP"
"dfr;KF630008.1;feces;TMP"
"dfr;KF626781.1;feces;TMP"
"dfr;KF626842.1;feces;TMP"
"dfr;KF626850.1;feces;TMP"
"dfr;KF626866.1;feces;TMP"
"dfr;KF626958.1;feces;TMP"
"dfr;KF626983.1;feces;TMP"
"dfr;KF626990.1;feces;TMP"
"dfr;KF627004.1;feces;TMP"
"dfr;KF627019.1;feces;TMP"
"dfr;KF627022.1;feces;TMP"
"dfr;KF627062.1;feces;TMP"
"dfr;KF627070.1;feces;TMP"
"dfr;KF627123.1;feces;TMP"
"dfr;KF627130.1;feces;TMP"
"dfr;KF627170.1;feces;TMP"
"dfr;KF627178.1;feces;TMP"
"dfr;KF627179.1;feces;TMP"
"dfr;KF627199.1;feces;TMP"
"dfr;KF627501.1;feces;TMP"
"dfr;KF627570.1;feces;TMP"
"dfr;KF627597.1;feces;TMP"
"dfr;KF627744.1;feces;TMP"
"dfr;KF627786.1;feces;TMP"
"dfr;KF627799.1;feces;TMP"
"dfr;KF627865.1;feces;TMP"
"dfr;KF627887.1;feces;TMP"
"dfr;KF627911.1;feces;TMP"
"dfr;KF628094.1;feces;TMP"
"dfr;KF628112.1;feces;TMP"
"dfr;KF628117.1;feces;TMP"
"dfr;KF628163.1;feces;TMP"
"dfr;KF628212.1;feces;TMP"
"dfr;KF628388.1;feces;TMP"
"dfr;KF628529.1;feces;TMP"
"dfr;KF628604.1;feces;TMP"
"dfr;KF628650.1;feces;TMP"
"dfr;KF628657.1;feces;TMP"
"dfr;KF628672.1;feces;TMP"
"dfr;KF628762.1;feces;TMP"
"dfr;KF628955.1;feces;TMP"
"dfr;KF629163.1;feces;TMP"
"dfr;KF629251.1;feces;TMP"
"dfr;KF629287.1;feces;TMP"
"dfr;KF629305.1;feces;TMP"
"dfr;KF629391.1;feces;TMP"
"dfr;KF629420.1;feces;TMP"
"dfr;KF629437.1;feces;TMP"
"dfr;KF629480.1;feces;TMP"
"dfr;KF629536.1;feces;TMP"
"dfr;KF629669.1;feces;TMP"
"dfr;KF629811.1;feces;TMP"
"dfr;KF629838.1;feces;TMP"
"dfr;KF629858.1;feces;TMP"
"dfr;KF629990.1;feces;TMP"
"dfr;KF630115.1;feces;TMP"
"dfr;KF630320.1;feces;TMP"
"dfr;KF626780.1;feces;TMP"
"dfr;KF627165.1;feces;TMP"
"dfr;KF627421.1;feces;TMP"
"dfr;KF627485.1;feces;TMP"
"dfr;KF627515.1;feces;TMP"
"dfr;KF627693.1;feces;TMP"
"dfr;KF627976.1;feces;TMP"
"dfr;KF628101.1;feces;TMP"
"dfr;KF628328.1;feces;TMP"
"dfr;KF628696.1;feces;TMP"
"dfr;KF628864.1;feces;TMP"
"dfr;KF629065.1;feces;TMP"
"dfr;KF630025.1;feces;TMP"
"dfr;KF630061.1;feces;TMP"
"dfr;KF630358.1;feces;TMP"
"dfr;KF627367.1;feces;TMP"
"dfr;KF627479.1;feces;TMP"
"dfr;KF627679.1;feces;TMP"
"dfr;KF627688.1;feces;TMP"
"dfr;KF628725.1;feces;TMP"
"dfr;KF628742.1;feces;TMP"
"dfr;KF629736.1;feces;TMP"
"dfr;KF629791.1;feces;TMP"
"dfr;KF626877.1;feces;TMP"
"dfr;KF626883.1;feces;TMP"
"dfr;KF627159.1;feces;TMP"
"dfr;KF627353.1;feces;TMP"
"dfr;KF627472.1;feces;TMP"
"dfr;KF627676.1;feces;TMP"
"dfr;KF627779.1;feces;TMP"
"dfr;KF627871.1;feces;TMP"
"dfr;KF627882.1;feces;TMP"
"dfr;KF628083.1;feces;TMP"
"dfr;KF628110.1;feces;TMP"
"dfr;KF628207.1;feces;TMP"
"dfr;KF628252.1;feces;TMP"
"dfr;KF628358.1;feces;TMP"
"dfr;KF629301.1;feces;TMP"
"dfr;KF629313.1;feces;TMP"
"dfr;KF629356.1;feces;TMP"
"dfr;KF629602.1;feces;TMP"
"dfr;KF629693.1;feces;TMP"
"dfr;KF629921.1;feces;TMP"
"dfr;KF629998.1;feces;TMP"
"dfr;KF630067.1;feces;TMP"
"dfr;KF627038.1;feces;TMP"
"dfr;KF627674.1;feces;TMP"
"dfr;KF627810.1;feces;TMP"
"dfr;KF628013.1;feces;TMP"
"dfr;KF628233.1;feces;TMP"
"dfr;KF628671.1;feces;TMP"
"dfr;KF626925.1;feces;TMP"
"dfr;KF627467.1;feces;TMP"
"dfr;KF627603.1;feces;TMP"
"dfr;KF627801.1;feces;TMP"
"dfr;KF629798.1;feces;TMP"
"dfr;KF626812.1;feces;TMP"
"dfr;KF627100.1;feces;TMP"
"dfr;KF628944.1;feces;TMP"
"dfr;KF629302.1;feces;TMP"
"dfr;KF629522.1;feces;TMP"
"dfr;KF626846.1;feces;TMP"
"dfr;KF627987.1;feces;TMP"
"dfr;KF628679.1;feces;TMP"
"dfr;KF628777.1;feces;TMP"
"dfr;KF629210.1;feces;TMP"
"dfr;KF629351.1;feces;TMP"
"dfr;KF626973.1;feces;TMP"
"dfr;KF627235.1;feces;TMP"
"dfr;KF627623.1;feces;TMP"
"dfr;KF627829.1;feces;TMP"
"dfr;KF627933.1;feces;TMP"
"dfr;KF628155.1;feces;TMP"
"dfr;KF628261.1;feces;TMP"
"dfr;KF628269.1;feces;TMP"
"dfr;KF628614.1;feces;TMP"
"dfr;KF629369.1;feces;TMP"
"dfr;KF629797.1;feces;TMP"
"dfr;KF629918.1;feces;TMP"
"dfr;KF630222.1;feces;TMP"
"dfr;KF630338.1;feces;TMP"
"dfr;KF626871.1;feces;TMP"
"dfr;KF627516.1;feces;TMP"
"dfr;KF627812.1;feces;TMP"
"dfr;KF628220.1;feces;TMP"
"dfr;KF626817.1;feces;TMP"
"dfr;KF626960.1;feces;TMP"
"dfr;KF627554.1;feces;TMP"
"dfr;KF627710.1;feces;TMP"
"dfr;KF628324.1;feces;TMP"
"dfr;KF629890.1;feces;TMP"
"dfr;KF627026.1;feces;TMP"
"dfr;KF627622.1;feces;TMP"
"dfr;KF628009.1;feces;TMP"
"dfr;KF628195.1;feces;TMP"
"dfr;KF628827.1;feces;TMP"
"dfr;KF629394.1;feces;TMP"
"dfr;KF628211.1;feces;TMP"
"dfr;KF628925.1;feces;TMP"
"dfr;KF629892.1;feces;TMP"
"dfr;KF627813.1;feces;TMP"
"dfr;KF628038.1;feces;TMP"
"dfr;KF629337.1;feces;TMP"
"dfr;KF629717.1;feces;TMP"
"dfr;KF630038.1;feces;TMP"
"dfr;KF630132.1;feces;TMP"
"dfr;KF627037.1;feces;TMP"
"dfr;KF627356.1;feces;TMP"
"dfr;KF628177.1;feces;TMP"
"dfr;KF629291.1;feces;TMP"
"dfr;KF629501.1;feces;TMP"
"dfr;KF628308.1;feces;TMP"
"dfr;KF629458.1;feces;TMP"
"dfr;KF628382.1;feces;TMP"
"dfr;KF627610.1;feces;TMP"
"dfr;KF627381.1;feces;TMP"
"dfr;KF627880.1;feces;TMP"
"dfr;KF628068.1;feces;TMP"
"dfr;KF628896.1;feces;TMP"
"dfr;KF626941.1;feces;TMP"
"dfr;KF627052.1;feces;TMP"
"dfr;KF628302.1;feces;TMP"
"dfr;KF629517.1;feces;TMP"
"dfr;KF627384.1;feces;TMP"
"dfr;KF628221.1;feces;TMP"
"dfr;KF628298.1;feces;TMP"
"dfr;KF629621.1;feces;TMP"
"dfr;KF627795.1;feces;SXT"
"dfr;KF628214.1;feces;SXT"
"dfr;KF628186.1;feces;SXT"
"dfr;KF629142.1;feces;SXT"
"dfr;KF629825.1;feces;SXT"
"dfr;KF627566.1;feces;SXT"
"dfr;KF628131.1;feces;SXT"
"dfr;KF629348.1;feces;SXT"
"dfr;KF629444.1;feces;SXT"
"dfr;KF627126.1;feces;SXT"
"dfr;KF627289.1;feces;SXT"
"dfr;KF627366.1;feces;SXT"
"dfr;KF627497.1;feces;SXT"
"dfr;KF627507.1;feces;SXT"
"dfr;KF627563.1;feces;SXT"
"dfr;KF627695.1;feces;SXT"
"dfr;KF627712.1;feces;SXT"
"dfr;KF627830.1;feces;SXT"
"dfr;KF629082.1;feces;SXT"
"dfr;KF629270.1;feces;SXT"
"dfr;KF629752.1;feces;SXT"
"dfr;KF629783.1;feces;SXT"
"dfr;KF629967.1;feces;SXT"
"dfr;KF629994.1;feces;SXT"
"dfr;KF626931.1;feces;SXT"
"dfr;KF626966.1;feces;SXT"
"dfr;KF627045.1;feces;SXT"
"dfr;KF627548.1;feces;SXT"
"dfr;KF627732.1;feces;SXT"
"dfr;KF627780.1;feces;SXT"
"dfr;KF628459.1;feces;SXT"
"dfr;KF628562.1;feces;SXT"
"dfr;KF628640.1;feces;SXT"
"dfr;KF627236.1;feces;SXT"
"dfr;KF627319.1;feces;SXT"
"dfr;KF627323.1;feces;SXT"
"dfr;KF627524.1;feces;SXT"
"dfr;KF627678.1;feces;SXT"
"dfr;KF627785.1;feces;SXT"
"dfr;KF628070.1;feces;SXT"
"dfr;KF628192.1;feces;SXT"
"dfr;KF628570.1;feces;SXT"
"dfr;KF628639.1;feces;SXT"
"dfr;KF628804.1;feces;SXT"
"dfr;KF629033.1;feces;SXT"
"dfr;KF629332.1;feces;SXT"
"dfr;KF629715.1;feces;SXT"
"dfr;KF629893.1;feces;SXT"
"dfr;KF629931.1;feces;SXT"
"dfr;KF630131.1;feces;SXT"
"dfr;KF628608.1;feces;SXT"
"dfr;KF627295.1;feces;SXT"
"dfr;KF627483.1;feces;SXT"
"dfr;KF627831.1;feces;SXT"
"dfr;KF627996.1;feces;SXT"
"dfr;KF628362.1;feces;SXT"
"dfr;KF628587.1;feces;SXT"
"dfr;KF628612.1;feces;SXT"
"dfr;KF629911.1;feces;SXT"
"dfr;KF630308.1;feces;SXT"
"dfr;KF628807.1;feces;SXT"
"dfr;KF626934.1;feces;SXT"
"dfr;KF627350.1;feces;SXT"
"dfr;KF627876.1;feces;SXT"
"dfr;KF629821.1;feces;SXT"
"dfr;KF626956.1;feces;SXT"
"dfr;KF626962.1;feces;SXT"
"dfr;KF627587.1;feces;SXT"
"dfr;KF628024.1;feces;SXT"
"dfr;KF628457.1;feces;SXT"
"dfr;KF629025.1;feces;SXT"
"dfr;KF629293.1;feces;SXT"
"dfr;KF627742.1;feces;SXT"
"dfr;KF629233.1;feces;SXT"
"dfr;KF627122.1;feces;SXT"
"dfr;KF628486.1;feces;SXT"
"dfr;KF627490.1;feces;SXT"
"dfr;KF627722.1;feces;SXT"
"dfr;KF627128.1;feces;SXT"
"dfr;KF627649.1;feces;SXT"
"dfr;KF629734.1;feces;SXT"
"dfr;KF629884.1;feces;SXT"
"dfr;KF629976.1;feces;SXT"
"dfr;KF627843.1;feces;SXT"
"dfr;KF628631.1;feces;SXT"
"dfr;KF629922.1;feces;SXT"
"dfr;KF628167.1;feces;SXT"
"dfr;KF626982.1;feces;SXT"
"dfr;KF628300.1;feces;SXT"
"dfr;KF629387.1;feces;SXT"
"dfr;KF627647.1;feces;SXT"
"dfr;KF626848.1;feces;SXT"
"dfr;KF627445.1;feces;SXT"
"dfr;KF627716.1;feces;TMP"
"dfr;KF626858.1;feces;TMP"
"dfr;KF629993.1;feces;TMP"
"dfr;KF629742.1;feces;TMP"
"dfr;KF628329.1;feces;TMP"
"dfr;KF628157.1;feces;TMP"
"dfr;KF629534.1;feces;TMP"
"dfr;KF626804.1;feces;TMP"
"dfr;KF629158.1;feces;TMP"
"dfr;KF627666.1;feces;TMP"
"dfr;KF630013.1;feces;TMP"
"dfr;KF627248.1;feces;TMP"
"dfr;KF628158.1;feces;TMP"
"dfr;KF629188.1;feces;TMP"
"dfr;KF629613.1;feces;TMP"
"dfr;KF630070.1;feces;TMP"
"dfr;KF627546.1;feces;TMP"
"dfr;KF628079.1;feces;TMP"
"dfr;KF629733.1;feces;TMP"
"dfr;KF627031.1;feces;TMP"
"dfr;KF628089.1;feces;TMP"
"dfr;KF630082.1;feces;TMP"
"dfr;KF627300.1;feces;SXT"
"dfr;KF627083.1;feces;SXT"
"dfr;KF630355.1;feces;SXT"
"dfr;KF627448.1;feces;SXT"
"dfr;KF627023.1;feces;SXT"
"dfr;KF630148.1;feces;SXT"
"efflux_pump;KU548596.1;soil;CHL"
"efflux_pump;KU547043.1;latrine;CHL"
"efflux_pump;KU546555.1;feces;CHL"
"efflux_pump;KU547050.1;latrine;CHL"
"efflux_pump;KU548456.1;soil;CHL"
"efflux_pump;KU547061.1;latrine;CHL"
"efflux_pump;KU544031.1;sewage;CHL"
"efflux_pump;KU548442.1;soil;CHL"
"efflux_pump;KU548152.1;latrine;CHL"
"efflux_pump;KU544040.1;sewage;CHL"
"efflux_pump;KU544501.1;sewage;CHL"
"efflux_pump;KU546654.1;feces;CHL"
"efflux_pump;KU547045.1;latrine;CHL"
"efflux_pump;KU547048.1;latrine;CHL"
"efflux_pump;KU547150.1;latrine;CHL"
"efflux_pump;KU547760.1;latrine;CHL"
"efflux_pump;KU548155.1;latrine;CHL"
"efflux_pump;KU548417.1;soil;CHL"
"efflux_pump;KU548149.1;latrine;CHL"
"efflux_pump;KU548376.1;latrine;TET"
"efflux_pump;KU548711.1;soil;TET"
"efflux_pump;KU544455.1;sewage;TET"
"efflux_pump;KU548715.1;soil;TET"
"qnr;KU548326.1;latrine;CIP"
"tet_efflux;GQ343149.1;feces;OXY"
"tet_efflux;KU547117.1;latrine;TET"
"tet_efflux;KU547095.1;latrine;TET"
"tet_efflux;KU545892.1;feces;TET"
"tet_efflux;KU543718.1;feces;TET"
"tet_efflux;KU544465.1;sewage;TGC"
"tet_efflux;KU544784.1;sewage;TET"
"tet_efflux;KU544796.1;sewage;TET"
"tet_efflux;KU545910.1;feces;TET"
"tet_efflux;KU547751.1;latrine;TET"
"tet_efflux;KU548191.1;latrine;TET"
"tet_efflux;KU548366.1;latrine;TET"
"tet_efflux;KU544458.1;sewage;TET"
"tet_efflux;KU545777.1;feces;TET"
"tet_efflux;KU546723.1;feces;TET"
"tet_efflux;KU544451.1;sewage;TET"
"tet_efflux;KU544792.1;sewage;TET"
"tet_efflux;KU544912.1;feces;TET"
"tet_efflux;KU545776.1;feces;TET"
"tet_efflux;KU548358.1;latrine;TET"
"tet_efflux;KU547106.1;latrine;TET"
"tet_efflux;KU548382.1;latrine;TET"
"tet_efflux;KU548378.1;latrine;TET"
"tet_efflux;KU544473.1;sewage;TGC"
"tet_efflux;KU546496.1;feces;TGC"
"tet_efflux;KU548943.1;feces;TGC"
"tet_efflux;GQ343144.1;feces;MIN"
"tet_protection;GQ343142.1;feces;MIN"
"tet_protection;KU543818.1;feces;TET"
"tet_protection;KU543905.1;feces;TET"
"tet_protection;KU545256.1;feces;TET"
"tet_protection;KU547019.1;feces;TET"
"tet_protection;KU547713.1;feces;TET"
"tet_protection;KU548837.1;feces;TET"
"tet_protection;KU548862.1;feces;TET"
"tet_protection;KU546821.1;feces;TET"
"tet_protection;KU546872.1;feces;TET"
"tet_protection;KF628007.1;feces;TET"
"tet_protection;KF628179.1;feces;TET"
"tet_protection;KF628871.1;feces;TET"
"tet_protection;KF629242.1;feces;TET"
"tet_protection;KF629518.1;feces;TET"
"tet_protection;KF630139.1;feces;TET"
"tet_protection;KF629446.1;feces;TET"
"tet_protection;KU548969.1;feces;TET"
"tet_protection;KU545712.1;feces;TET"
"tet_protection;KU545781.1;feces;TET"
"tet_protection;KU548962.1;feces;TET"
"tet_protection;KU549043.1;feces;TET"
"tet_protection;KU543719.1;feces;TET"
"tet_protection;KU544918.1;feces;TET"
"tet_protection;KU544954.1;feces;TET"
"tet_protection;KU545393.1;feces;TET"
"tet_protection;KU546029.1;feces;TET"
"tet_protection;KU546369.1;feces;TET"
"tet_protection;KU546375.1;feces;TET"
"tet_protection;KU546826.1;feces;TET"
"tet_protection;KU548356.1;latrine;TET"
"tet_protection;KU543782.1;feces;TET"
"tet_protection;KU543820.1;feces;TET"
"tet_protection;KU545044.1;feces;TET"
"tet_protection;KU545260.1;feces;TET"
"tet_protection;KU545385.1;feces;TET"
"tet_protection;KU545550.1;feces;TET"
"tet_protection;KU545939.1;feces;TET"
"tet_protection;KU546039.1;feces;TET"
"tet_protection;KU546373.1;feces;TET"
"tet_protection;KU547111.1;latrine;TET"
"tet_protection;KU549038.1;feces;TET"
"tet_protection;KF626700.1;feces;TET"
"tet_protection;KF627305.1;feces;TET"
"tet_protection;KF628959.1;feces;TET"
"tet_protection;KF629017.1;feces;TET"
"tet_protection;KF629195.1;feces;TET"
"tet_protection;KF628976.1;feces;TET"
"tet_protection;KF628629.1;feces;TET"
"tet_protection;KF630268.1;feces;TET"
"tet_protection;KU543761.1;feces;TET"
"tet_protection;KU543781.1;feces;TET"
"tet_protection;KU543829.1;feces;TET"
"tet_protection;KU543897.1;feces;TET"
"tet_protection;KU544447.1;sewage;TET"
"tet_protection;KU544913.1;feces;TET"
"tet_protection;KU544950.1;feces;TET"
"tet_protection;KU545045.1;feces;TET"
"tet_protection;KU545049.1;feces;TET"
"tet_protection;KU545068.1;feces;TET"
"tet_protection;KU545108.1;feces;TET"
"tet_protection;KU545110.1;feces;TET"
"tet_protection;KU545163.1;feces;TET"
"tet_protection;KU545174.1;feces;TET"
"tet_protection;KU545297.1;feces;TET"
"tet_protection;KU545386.1;feces;TET"
"tet_protection;KU545391.1;feces;TET"
"tet_protection;KU545397.1;feces;TET"
"tet_protection;KU545473.1;feces;TET"
"tet_protection;KU545614.1;feces;TET"
"tet_protection;KU545699.1;feces;TET"
"tet_protection;KU545887.1;feces;TET"
"tet_protection;KU545906.1;feces;TET"
"tet_protection;KU545908.1;feces;TET"
"tet_protection;KU546032.1;feces;TET"
"tet_protection;KU546035.1;feces;TET"
"tet_protection;KU546356.1;feces;TET"
"tet_protection;KU546486.1;feces;TET"
"tet_protection;KU546620.1;feces;TET"
"tet_protection;KU546681.1;feces;TET"
"tet_protection;KU546818.1;feces;TET"
"tet_protection;KU546939.1;feces;TET"
"tet_protection;KU547013.1;feces;TET"
"tet_protection;KU547023.1;feces;TET"
"tet_protection;KU547024.1;feces;TET"
"tet_protection;KU547093.1;latrine;TET"
"tet_protection;KU547317.1;feces;TET"
"tet_protection;KU547323.1;feces;TET"
"tet_protection;KU547352.1;feces;TET"
"tet_protection;KU547355.1;feces;TET"
"tet_protection;KU547447.1;feces;TET"
"tet_protection;KU547577.1;feces;TET"
"tet_protection;KU547630.1;feces;TET"
"tet_protection;KU547660.1;feces;TET"
"tet_protection;KU547704.1;feces;TET"
"tet_protection;KU547708.1;feces;TET"
"tet_protection;KU547709.1;feces;TET"
"tet_protection;KU547935.1;latrine;TET"
"tet_protection;KU547937.1;latrine;TET"
"tet_protection;KU548364.1;latrine;TET"
"tet_protection;KU548833.1;feces;TET"
"tet_protection;KU548866.1;feces;TET"
"tet_protection;KU548973.1;feces;TET"
"tet_protection;KU549010.1;feces;TET"
"tet_protection;KU549044.1;feces;TET"
"tet_protection;KU547446.1;feces;TET"
"tet_protection;KU546683.1;feces;TET"
"tet_protection;KF626853.1;feces;TET"
"tet_protection;KF627030.1;feces;TET"
"tet_protection;KF627184.1;feces;TET"
"tet_protection;KF627464.1;feces;TET"
"tet_protection;KF628073.1;feces;TET"
"tet_protection;KF628151.1;feces;TET"
"tet_protection;KF628236.1;feces;TET"
"tet_protection;KF628314.1;feces;TET"
"tet_protection;KF628533.1;feces;TET"
"tet_protection;KF628599.1;feces;TET"
"tet_protection;KF628635.1;feces;TET"
"tet_protection;KF628692.1;feces;TET"
"tet_protection;KF628855.1;feces;TET"
"tet_protection;KF628856.1;feces;TET"
"tet_protection;KF628998.1;feces;TET"
"tet_protection;KF629327.1;feces;TET"
"tet_protection;KF629514.1;feces;TET"
"tet_protection;KF629753.1;feces;TET"
"tet_protection;KF629933.1;feces;TET"
"tet_protection;KF630147.1;feces;TET"
"tet_protection;KF630176.1;feces;TET"
"tet_protection;KF629039.1;feces;TET"
"tet_protection;GQ343145.1;feces;OXY"
"tet_protection;GQ343146.1;feces;OXY"
"tet_protection;KF628682.1;feces;TET"
"tet_protection;GQ343140.1;feces;MIN"
"tetX;KU547125.1;latrine;TET"
"tetX;KU547176.1;latrine;TET"
"tetX;KU547753.1;latrine;TET"
"tetX;KU545157.1;feces;TET"
"tetX;KU545259.1;feces;TET"
"tetX;KU545301.1;feces;TET"
"tetX;KU545387.1;feces;TET"
"tetX;KU545778.1;feces;TET"
"tetX;KU546493.1;feces;TET"
"tetX;KU546608.1;feces;TET"
"tetX;KU546879.1;feces;TET"
"tetX;KU547431.1;feces;TET"
"tetX;KU548377.1;latrine;TET"
"tetX;KU546940.1;feces;TET"
"tetX;KU547637.1;feces;TET"
"tetX;KU547130.1;latrine;TGC"
"tetX;KU548516.1;soil;TGC"
"tetX;KU544475.1;sewage;TGC"
"tetX;KU545304.1;feces;TGC"
"tetX;KU545478.1;feces;TGC"
"tetX;KU546055.1;feces;TGC"
"tetX;KU546500.1;feces;TGC"
"tetX;KU546626.1;feces;TGC"
"tetX;KU544926.1;feces;TGC"
"tetX;KU548536.1;soil;TGC"
"tetX;KJ694493_1;soil;TET"
"tetX;KJ695595_1;soil;TET"
"tetX;KJ696343_1;soil;TET"
"tetX;KJ695235_1;soil;TET"
"tetX;KJ693557_1;soil;TET"
"tetX;KJ695302_1;soil;TET"
"tetX;KJ695851_1;soil;TET"
"tetX;KJ694463_1;soil;TET"
"tetX;KJ696048_1;soil;TET"
"tetX;KJ695236_1;soil;TET"
"tetX;KJ693683_1;soil;TET"
"van_ligase;GQ343119.1;feces;CYC"
"van_ligase;GQ343123.1;feces;CYC"
"van_ligase;GQ343131.1;feces;CYC"
"van_ligase;GQ343101.1;feces;CYC"
"van_ligase;GQ343133.1;feces;CYC"
"van_ligase;GQ343127.1;feces;CYC"
"van_ligase;GQ343103.1;feces;CYC"
"van_ligase;GQ343105.1;feces;CYC"
"van_ligase;GQ343108.1;feces;CYC"
"van_ligase;GQ343109.1;feces;CYC"
"van_ligase;GQ343114.1;feces;CYC"
"van_ligase;GQ343116.1;feces;CYC"
"van_ligase;GQ343129.1;feces;CYC"
"van_ligase;GQ343113.1;feces;CYC"
"van_ligase;GQ343085.1;feces;CYC"
"van_ligase;GQ343099.1;feces;CYC"
"van_ligase;GQ343100.1;feces;CYC"
"van_ligase;GQ343084.1;feces;CYC"
"van_ligase;GQ343118.1;feces;CYC"
"van_ligase;GQ343092.1;feces;CYC"
"van_ligase;GQ343094.1;feces;CYC"
"van_ligase;GQ343095.1;feces;CYC"
"van_ligase;GQ343097.1;feces;CYC"
"van_ligase;GQ343098.1;feces;CYC"
"van_ligase;GQ343117.1;feces;CYC"
"van_ligase;GQ343104.1;feces;CYC"
"van_ligase;GQ343102.1;feces;CYC"
"van_ligase;GQ343124.1;feces;CYC"
"van_ligase;GQ343126.1;feces;CYC"
"van_ligase;GQ343107.1;feces;CYC"
"van_ligase;GQ343112.1;feces;CYC"
"van_ligase;GQ343087.1;feces;CYC"
"van_ligase;GQ343132.1;feces;CYC"
"van_ligase;GQ343080.1;feces;CYC"
"van_ligase;GQ343081.1;feces;CYC"
"van_ligase;GQ343082.1;feces;CYC"
"van_ligase;GQ343086.1;feces;CYC"
"van_ligase;GQ343115.1;feces;CYC"
